,Path,kSAT_k,kSAT_v,kSAT_c,kSAT_actual_v,kSAT_actual_lit,kSAT_clauses_per_variable,kSAT_clauses_per_literal,qubo_density_deg1,qubo_density_deg2,qubo_variables,qubo_monomials,qubo_monomials_per_variable,time_createInstance,time_ChoisReduc,time_totalPath,kSAT_approx_node_connectivity,qubo_approx_node_connectivity
28,KCMCQ,20,56,223,56,112,3.982142857142857,1.9910714285714286,1.0,0.01313129992547948,4460,135032,30.2762331838565,0.007715463638305664,20.578341007232666,20.58605647087097,55,47
29,KCMCQ,20,56,210,56,112,3.75,1.875,1.0,0.013379829664659386,4200,122182,29.09095238095238,0.003683805465698242,18.156174421310425,18.159858226776123,55,44
30,KCMCQ,20,56,197,56,112,3.517857142857143,1.7589285714285714,1.0,0.013669242754029405,3940,110011,27.921573604060914,0.00759124755859375,16.50879669189453,16.516387939453125,55,41
31,KCMCQ,20,56,184,56,112,3.2857142857142856,1.6428571428571428,1.0,0.013995710081898436,3680,98422,26.745108695652174,0.004860401153564453,13.247175455093384,13.252035856246948,55,40
32,KCMCQ,20,56,171,56,112,3.0535714285714284,1.5267857142857142,1.0,0.014390514650670745,3420,87554,25.600584795321637,0.0019884109497070312,11.364516496658325,11.366504907608032,55,38
33,KCMCQ,20,56,158,56,112,2.8214285714285716,1.4107142857142858,1.0,0.014829841201149219,3160,77179,24.42373417721519,0.006191253662109375,10.64375638961792,10.64994764328003,55,35
34,KCMCQ,20,56,145,56,112,2.5892857142857144,1.2946428571428572,1.0,0.015357495450274173,2900,67456,23.260689655172413,0.002362489700317383,9.277524471282959,9.279886960983276,55,33
35,KCMCQ,20,56,132,56,112,2.357142857142857,1.1785714285714286,1.0,0.01598028408373236,2640,58307,22.08598484848485,0.0014178752899169922,7.142026662826538,7.143444538116455,55,30
36,KCMCQ,20,56,119,56,112,2.125,1.0625,1.0,0.016806369458249884,2380,49959,20.991176470588236,0.0034987926483154297,5.92000150680542,5.923500299453735,55,28
37,KCMCQ,20,56,106,56,112,1.8928571428571428,0.9464285714285714,1.0,0.017794082292288103,2120,42088,19.852830188679246,0.001165628433227539,5.024400949478149,5.025566577911377,55,28
38,KCMCQ,20,56,93,56,112,1.6607142857142858,0.8303571428571429,1.0,0.019083563252297743,1860,34853,18.738172043010753,0.003587484359741211,3.816056966781616,3.8196444511413574,55,27
39,KCMCQ,20,56,80,56,112,1.4285714285714286,0.7142857142857143,1.0,0.020676203877423388,1600,28049,17.530625,0.002679586410522461,2.725754976272583,2.7284345626831055,55,26
40,KCMCQ,20,56,67,56,112,1.1964285714285714,0.5982142857142857,1.0,0.023010043137560887,1340,21983,16.405223880597013,0.0009632110595703125,2.1490883827209473,2.1500515937805176,55,22
41,KCMCQ,20,56,54,56,112,0.9642857142857143,0.48214285714285715,1.0,0.02641677822400714,1080,16472,15.251851851851852,0.0021588802337646484,1.282818078994751,1.2849769592285156,53,21
42,KCMCQ,20,56,41,56,112,0.7321428571428571,0.36607142857142855,1.0,0.03203788081836862,820,11578,14.11951219512195,0.0007793903350830078,0.3738131523132324,0.37459254264831543,51,21
43,KCMCQ,20,56,28,56,112,0.5,0.25,1.0,0.04299131101456683,560,7289,13.01607142857143,0.001135110855102539,0.3090822696685791,0.31021738052368164,44,20
44,KCMCQ,20,56,15,56,109,0.26785714285714285,0.13761467889908258,1.0,0.07259754738015607,300,3556,11.853333333333333,0.0005929470062255859,0.07767891883850098,0.07827186584472656,18,18
45,KCMCQ,20,56,2,28,33,0.07142857142857142,0.06060606060606061,1.0,0.4948717948717949,40,426,10.65,0.0003752708435058594,0.004408359527587891,0.00478363037109375,7,6
46,KCMCQ,20,53,288,53,106,5.433962264150943,2.7169811320754715,1.0,0.012714639887326117,5760,216644,37.611805555555556,0.0033538341522216797,32.697887897491455,32.70124173164368,52,58
47,KCMCQ,20,53,275,53,106,5.188679245283019,2.5943396226415096,1.0,0.012878043941873729,5500,200245,36.408181818181816,0.005019426345825195,32.61298608779907,32.6180055141449,52,56
48,KCMCQ,20,53,262,53,106,4.943396226415095,2.4716981132075473,1.0,0.013055708143125035,5240,184445,35.19942748091603,0.004817008972167969,29.476518869400024,29.481335878372192,52,54
49,KCMCQ,20,53,249,53,106,4.69811320754717,2.349056603773585,1.0,0.01324518802262676,4980,169190,33.97389558232932,0.0040171146392822266,26.618077516555786,26.62209463119507,52,51
50,KCMCQ,20,53,236,53,106,4.452830188679245,2.2264150943396226,1.0,0.01344295150150312,4720,154432,32.71864406779661,0.00673675537109375,23.721174478530884,23.727911233901978,52,50
51,KCMCQ,20,53,223,53,106,4.2075471698113205,2.1037735849056602,1.0,0.013689650698893859,4460,140584,31.521076233183855,0.004497051239013672,21.22621178627014,21.230708837509155,52,47
52,KCMCQ,20,53,210,53,106,3.9622641509433962,1.9811320754716981,1.0,0.013939146508805952,4200,127114,30.265238095238097,0.0023927688598632812,18.909898042678833,18.912290811538696,52,46
53,KCMCQ,20,53,197,53,106,3.7169811320754715,1.8584905660377358,1.0,0.01420649679181116,3940,114180,28.97969543147208,0.007678985595703125,16.33619451522827,16.343873500823975,52,44
54,KCMCQ,20,53,184,53,106,3.4716981132075473,1.7358490566037736,1.0,0.01453726792488507,3680,102088,27.741304347826087,0.005141496658325195,14.501619100570679,14.506760597229004,52,42
55,KCMCQ,20,53,171,53,106,3.2264150943396226,1.6132075471698113,1.0,0.014954784836713994,3420,90853,26.565204678362573,0.006379842758178711,12.42551565170288,12.43189549446106,52,39
56,KCMCQ,20,53,158,53,106,2.981132075471698,1.490566037735849,1.0,0.01541747308273328,3160,80112,25.351898734177215,0.005428314208984375,10.593401670455933,10.598829984664917,52,38
57,KCMCQ,20,53,145,53,106,2.7358490566037736,1.3679245283018868,1.0,0.015940098250288446,2900,69905,24.105172413793102,0.0029227733612060547,8.652774810791016,8.655697584152222,52,33
58,KCMCQ,20,53,132,53,106,2.490566037735849,1.2452830188679245,1.0,0.016545523442075168,2640,60276,22.831818181818182,0.0018358230590820312,6.725523233413696,6.727359056472778,52,31
59,KCMCQ,20,53,119,53,106,2.2452830188679247,1.1226415094339623,1.0,0.017333743081091202,2380,51452,21.618487394957985,0.002290010452270508,5.387212514877319,5.38950252532959,52,28
60,KCMCQ,20,53,106,53,106,2.0,1.0,1.0,0.018304290916861816,2120,43234,20.393396226415096,0.001863241195678711,5.3243653774261475,5.326228618621826,52,28
61,KCMCQ,20,53,93,53,106,1.7547169811320755,0.8773584905660378,1.0,0.019562488793258025,1860,35681,19.183333333333334,0.0032148361206054688,3.4239342212677,3.4271490573883057,52,27
62,KCMCQ,20,53,80,53,106,1.509433962264151,0.7547169811320755,1.0,0.021270325203252033,1600,28809,18.005625,0.0012981891632080078,2.422156810760498,2.423454999923706,52,26
63,KCMCQ,20,53,67,53,106,1.2641509433962264,0.6320754716981132,1.0,0.023504954688841083,1340,22427,16.736567164179103,0.0011200904846191406,1.6516385078430176,1.6527585983276367,52,23
64,KCMCQ,20,53,54,53,106,1.0188679245283019,0.5094339622641509,1.0,0.026837263584251536,1080,16717,15.478703703703705,0.0024156570434570312,1.0873351097106934,1.0897507667541504,51,22
