,Path,kSAT_k,kSAT_v,kSAT_c,kSAT_actual_v,kSAT_actual_lit,kSAT_clauses_per_variable,kSAT_clauses_per_literal,3SAT_c,3SAT_actual_v,3SAT_actual_lit,3SAT_clauses_per_variable,3SAT_clauses_per_literal,qubo_density_deg1,qubo_density_deg2,qubo_variables,qubo_monomials,qubo_monomials_per_variable,time_createInstance,time_textbook3SatfromkSat,time_ChoisReduc,time_totalPath,kSAT_approx_node_connectivity,3SAT_approx_node_connectivity,qubo_approx_node_connectivity
0,KT3CMCQ,20,59,288,59,118,4.88135593220339,2.440677966101695,5184,4955,9910,1.0462159434914229,0.5231079717457114,1.0,0.0013340298997616498,15552,176869,11.372749485596708,0.0059583187103271484,0.021332979202270508,252.16340041160583,252.19069170951843,1,3,3
1,KT3CMCQ,20,59,275,59,118,4.661016949152542,2.330508474576271,4950,4734,9468,1.0456273764258555,0.5228136882129277,1.0,0.0013421937969045519,14850,162832,10.965117845117845,0.009338140487670898,0.009949922561645508,224.48362493515015,224.50291299819946,1,3,3
2,KT3CMCQ,20,59,262,59,118,4.440677966101695,2.2203389830508473,4716,4513,9026,1.0449811655218257,0.5224905827609129,1.0,0.001349905718538887,14148,149241,10.548558100084817,0.007819414138793945,0.020562171936035156,205.13467073440552,205.16305232048035,1,3,3
3,KT3CMCQ,20,59,249,59,118,4.220338983050848,2.110169491525424,4482,4292,8584,1.044268406337372,0.522134203168686,1.0,0.0013591437219754878,13446,136300,10.136843670980218,0.008897066116333008,0.019323348999023438,187.87995505332947,187.90817546844482,1,3,3
4,KT3CMCQ,20,59,236,59,118,4.0,2.0,4248,4071,8142,1.0434782608695652,0.5217391304347826,1.0,0.0013699778010393211,12744,123984,9.728813559322035,0.009157180786132812,0.008755207061767578,165.8641448020935,165.8820571899414,1,3,3
5,KT3CMCQ,20,59,223,59,118,3.7796610169491527,1.8898305084745763,4014,3850,7700,1.0425974025974025,0.5212987012987013,1.0,0.001380297547019394,12042,112112,9.31008138183026,0.004552364349365234,0.008452892303466797,145.2636456489563,145.27665090560913,1,3,3
6,KT3CMCQ,20,59,210,59,118,3.559322033898305,1.7796610169491525,3780,3629,7258,1.0416092587489667,0.5208046293744834,1.0,0.0013944008387962881,11340,100989,8.905555555555555,0.00792241096496582,0.017181873321533203,129.11571860313416,129.14082288742065,1,3,3
7,KT3CMCQ,20,59,197,59,118,3.3389830508474576,1.6694915254237288,3546,3408,6816,1.0404929577464788,0.5202464788732394,1.0,0.0014078213123877405,10638,90290,8.487497649934198,0.003534078598022461,0.007369279861450195,114.47826409339905,114.48916745185852,1,3,3
8,KT3CMCQ,20,59,184,59,118,3.1186440677966103,1.5593220338983051,3312,3187,6374,1.0392218387197991,0.5196109193598996,1.0,0.0014276573897807569,9936,80401,8.09188808373591,0.0021893978118896484,0.009695768356323242,99.61271929740906,99.62460446357727,1,3,3
9,KT3CMCQ,20,59,171,59,118,2.8983050847457625,1.4491525423728813,3078,2966,5932,1.0377612946729602,0.5188806473364801,1.0,0.0014475672891360834,9234,70942,7.68269439029673,0.0064885616302490234,0.014903545379638672,86.51365494728088,86.53504705429077,1,3,3
10,KT3CMCQ,20,59,158,59,118,2.6779661016949152,1.3389830508474576,2844,2745,5490,1.0360655737704918,0.5180327868852459,1.0,0.001469943076800569,8532,62028,7.270042194092827,0.004442930221557617,0.01340174674987793,72.7497706413269,72.76761531829834,1,3,3
11,KT3CMCQ,20,59,145,59,118,2.457627118644068,1.228813559322034,2610,2524,5048,1.0340729001584785,0.5170364500792393,1.0,0.001499451804022344,7830,53789,6.869604086845466,0.006134748458862305,0.013110876083374023,61.0583872795105,61.077632904052734,1,3,3
12,KT3CMCQ,20,59,132,59,118,2.23728813559322,1.11864406779661,2376,2303,4606,1.0316977854971776,0.5158488927485888,1.0,0.0015313794603818457,7128,46026,6.457070707070707,0.0025043487548828125,0.004304409027099609,50.06208920478821,50.06889796257019,1,3,3
13,KT3CMCQ,20,59,119,59,118,2.016949152542373,1.0084745762711864,2142,2082,4164,1.0288184438040346,0.5144092219020173,1.0,0.001568530568301683,6426,38806,6.038904450669157,0.0044498443603515625,0.009868144989013672,41.25878667831421,41.273104667663574,1,3,3
14,KT3CMCQ,20,59,106,59,118,1.7966101694915255,0.8983050847457628,1908,1861,3722,1.0252552391187533,0.5126276195593766,1.0,0.0016145451561630569,5724,32169,5.620020964360587,0.00436711311340332,0.010057926177978516,32.669936656951904,32.684361696243286,1,3,3
